SubID,SalVentAttn_Segregation,SalVentAttn_IntraNetwork,ROI56_L_PI_FO__ROI74_R_AI,ROI69_R_MCC_MPC__ROI74_R_AI
Subj001,0.76225079661432500000,0.41542370895228100000,0.54530029836100300000,0.21743588166753600000
Subj002,0.52396130055709700000,0.25842169346540900000,0.58249559236056200000,-0.17689911867550000000
